wing,candidate,candidate_url,evidence_source,evidence_url,evidence_count,evidence_type,page_value_initial,implication,additional_evidence
Iris Platform,Automotive Service Ai Playbook,/iris/resources/automotive-service-ai-playbook/,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/automotive-service-ai-playbook,1,supporting-resource,needs-scoring,Supporting AEO/GEO resource candidate.,
Iris Platform,Fitness Studio Class Booking Integrations,/iris/integrations/fitness-studio-class-booking-integrations/,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/fitness-studio-class-booking-integrations,1,integration,needs-scoring,Integration page only if product support is real.,
Iris Platform,Real Estate Crm Integrations,/iris/solutions/real-estate-crm-integrations/,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/real-estate-crm-integrations,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Outlook Microsoft Bookings Integration,/iris/integrations/outlook-microsoft-bookings-integration/,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/outlook-microsoft-bookings-integration,1,integration,needs-scoring,Integration page only if product support is real.,
Iris Platform,Salesforce Call Logging Contact Creation,/iris/integrations/salesforce-call-logging-contact-creation/,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/salesforce-call-logging-contact-creation,1,integration,needs-scoring,Integration page only if product support is real.,
Iris Platform,Home Services Integrations,/iris/integrations/home-services-integrations/,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/home-services-integrations,1,integration,needs-scoring,Integration page only if product support is real.,
Iris Platform,Best Ai Receptionist Real Estate,/iris/solutions/best-ai-receptionist-real-estate/,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/best-ai-receptionist-real-estate,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Ai Phone Receptionist Real Estate,/iris/solutions/ai-phone-receptionist-real-estate/,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/ai-phone-receptionist-real-estate,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Real Estate Playbook Ai Receptionist,/iris/solutions/real-estate-playbook-ai-receptionist/,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/real-estate-playbook-ai-receptionist,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Smith Ai Alternative Ai Only,/iris/compare/smith-ai-alternative-ai-only/,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/smith-ai-alternative-ai-only,1,comparison,needs-scoring,Phase-two comparison candidate; requires careful claims/proof.,
Iris Platform,Ai Phone Receptionist Real Estate 2025,/iris/solutions/ai-phone-receptionist-real-estate-2025/,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/ai-phone-receptionist-real-estate-2025,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Real Estate Ai Virtual Receptionist Listings Tours,/iris/solutions/real-estate-ai-virtual-receptionist-listings-tours/,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/real-estate-ai-virtual-receptionist-listings-tours,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Real Estate Ai Receptionist Buyer Guide 2025,/iris/compare/real-estate-ai-receptionist-buyer-guide-2025/,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/real-estate-ai-receptionist-buyer-guide-2025,1,comparison,needs-scoring,Phase-two comparison candidate; requires careful claims/proof.,
Iris Platform,My Ai Front Desk Product Guide,/iris/resources/my-ai-front-desk-product-guide/,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/my-ai-front-desk-product-guide,1,supporting-resource,needs-scoring,Supporting AEO/GEO resource candidate.,
Iris Platform,Supported Languages,/iris/resources/supported-languages/,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/supported-languages,1,supporting-resource,needs-scoring,Supporting AEO/GEO resource candidate.,
Iris Platform,Ai Receptionist Persona Guide,/iris/resources/ai-receptionist-persona-guide/,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/ai-receptionist-persona-guide,1,supporting-resource,needs-scoring,Supporting AEO/GEO resource candidate.,
Iris Platform,Integrations Automations,/iris/integrations/integrations-automations/,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/integrations-automations,1,integration,needs-scoring,Integration page only if product support is real.,
Iris Platform,Hubspot Integration Call Logging Contacts Notes,/iris/integrations/hubspot-integration-call-logging-contacts-notes/,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/hubspot-integration-call-logging-contacts-notes,1,integration,needs-scoring,Integration page only if product support is real.,
Iris Platform,Property Management Playbook Ai Automation,/iris/resources/property-management-playbook-ai-automation/,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/property-management-playbook-ai-automation,1,supporting-resource,needs-scoring,Supporting AEO/GEO resource candidate.,
Iris Platform,Integrations Google Calendar,/iris/integrations/integrations-google-calendar/,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/integrations-google-calendar,1,integration,needs-scoring,Integration page only if product support is real.,
Iris Platform,Integrations,/iris/integrations/integrations/,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/integrations,1,integration,needs-scoring,Integration page only if product support is real.,
Iris Platform,Law Firm Intake Playbook Ai Receptionist,/iris/resources/law-firm-intake-playbook-ai-receptionist/,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/law-firm-intake-playbook-ai-receptionist,1,supporting-resource,needs-scoring,Supporting AEO/GEO resource candidate.,
Iris Platform,Home Services Roi,/iris/resources/home-services-roi/,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/home-services-roi,1,roi-pricing-tool,needs-scoring,Supporting AEO/GEO resource candidate.,
Iris Platform,Zapier Integration,/iris/integrations/zapier-integration/,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/zapier-integration,1,integration,needs-scoring,Integration page only if product support is real.,
Iris Platform,Google Calendar Integration,/iris/integrations/google-calendar-integration/,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/google-calendar-integration,1,integration,needs-scoring,Integration page only if product support is real.,
Iris Platform,Google Calendar Zapier One Step Booking,/iris/integrations/google-calendar-zapier-one-step-booking/,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/google-calendar-zapier-one-step-booking,1,integration,needs-scoring,Integration page only if product support is real.,
Iris Platform,Healthcare Dental Fit Guide,/iris/resources/healthcare-dental-fit-guide/,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/healthcare-dental-fit-guide,1,supporting-resource,needs-scoring,Supporting AEO/GEO resource candidate.,
Iris Platform,Release Notes Real Estate Dec 2025,/iris/solutions/release-notes-real-estate-dec-2025/,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/release-notes-real-estate-dec-2025,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Fitness Studio Ai Receptionist Playbook,/iris/resources/fitness-studio-ai-receptionist-playbook/,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/fitness-studio-ai-receptionist-playbook,1,supporting-resource,needs-scoring,Supporting AEO/GEO resource candidate.,
Iris Platform,Ai Front Desk Onboarding Setup Checklist,/iris/resources/ai-front-desk-onboarding-setup-checklist/,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/ai-front-desk-onboarding-setup-checklist,1,supporting-resource,needs-scoring,Supporting AEO/GEO resource candidate.,
Iris Platform,Privacy Data Handling Compliance,/iris/resources/privacy-data-handling-compliance/,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/privacy-data-handling-compliance,1,supporting-resource,needs-scoring,Supporting AEO/GEO resource candidate.,
Iris Platform,Support By Plan,/iris/resources/support-by-plan/,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/support-by-plan,1,supporting-resource,needs-scoring,Supporting AEO/GEO resource candidate.,
Iris Platform,Ai Training Data Policy,/iris/resources/ai-training-data-policy/,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/ai-training-data-policy,1,supporting-resource,needs-scoring,Supporting AEO/GEO resource candidate.,
Iris Platform,Ai Receptionist Boundaries Escalation Guardrails,/iris/resources/ai-receptionist-boundaries-escalation-guardrails/,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/ai-receptionist-boundaries-escalation-guardrails,1,supporting-resource,needs-scoring,Supporting AEO/GEO resource candidate.,
Iris Platform,Home Services Ai Receptionist Playbook,/iris/solutions/home-services-ai-receptionist-playbook/,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/home-services-ai-receptionist-playbook,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Ai Receptionist Plumbing Hvac Emergency Triage,/iris/solutions/ai-receptionist-plumbing-hvac-emergency-triage/,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/ai-receptionist-plumbing-hvac-emergency-triage,1,vertical-solution,needs-scoring,Validate as Iris vertical/solution page or supporting vertical resource.,
Iris Platform,Ai Receptionist Call Quality Reliability,/iris/resources/ai-receptionist-call-quality-reliability/,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/ai-receptionist-call-quality-reliability,1,supporting-resource,needs-scoring,Supporting AEO/GEO resource candidate.,
Iris Platform,Ai Receptionist Inbound Calls Smbs,/iris/compare/ai-receptionist-inbound-calls-smbs/,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/ai-receptionist-inbound-calls-smbs,1,comparison,needs-scoring,Phase-two comparison candidate; requires careful claims/proof.,
Iris Platform,Features/Ai Answering For Small Businesses,/iris/features/features/ai-answering-for-small-businesses/,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/features/ai-answering-for-small-businesses,1,feature-overview,needs-scoring,Validate as Iris feature page if product capability exists.,
Iris Platform,Pricing Copy,/iris/resources/pricing-copy/,My AI Front Desk LLM/AEO,https://llms.myaifrontdesk.com/pricing-copy,1,roi-pricing-tool,needs-scoring,Supporting AEO/GEO resource candidate.,
dotfun AI Solutions,Custom AI Agent Development,/ai-solutions/solutions/custom-ai-agent-development/,web_search + Deviniti/NPGroup/EffectiveSoft/Appinventiv,,1,research-seed,standalone-page,High-intent service query; likely commercial page.,
dotfun AI Solutions,AI Agent Development Services,/ai-solutions/solutions/ai-agent-development-services/,web_search + EffectiveSoft/Appinventiv/Tech.us,,1,research-seed,standalone-page,May combine with custom AI agent development to avoid duplicate intent.,
dotfun AI Solutions,AI Workflow Automation,/ai-solutions/solutions/ai-workflow-automation/,AI agent SERP snippets + Varick workflow framing,,1,research-seed,standalone-page,Strong fit for custom AI build work.,
dotfun AI Solutions,AI Systems Integration,/ai-solutions/solutions/ai-systems-integration/,Varick existing-systems language + custom AI SERP,,1,research-seed,standalone-page,Differentiates implementation/integration from generic agent dev.,
dotfun AI Solutions,AI Audit,/ai-solutions/solutions/ai-audit/,positioning doc + Varick audit framing,,1,research-seed,standalone-page,Good consultative entry point if offer is real.,
dotfun AI Solutions,Finance AI Agents,/ai-solutions/departments/finance/,Varick finance case study/demo,,1,research-seed,phase-two,Department page or case-study hub; validate demand.,
dotfun AI Solutions,Sales AI Agents,/ai-solutions/departments/sales/,Varick sales case study/demo,,1,research-seed,phase-two,Department page or case-study hub; validate demand.,
dotfun AI Solutions,Operations AI Agents,/ai-solutions/departments/operations/,Varick operations case study/demo,,1,research-seed,phase-two,Department page or case-study hub; validate demand.,
dotfun Growth Services,Growth Services Overview,/growth-services/,Perl source truth + current site,,1,research-seed,standalone-page,Explains Run/Feel/Look Good story and routes users.,
dotfun Growth Services,Feel Good,/growth-services/feel-good/,Perl source truth,,1,research-seed,standalone-page,Narrative hub for marketing/growth services; child URL pattern needs validation.,
dotfun Growth Services,Look Good,/growth-services/look-good/,Perl source truth,,1,research-seed,standalone-page,Narrative hub for design/web/creative services; child URL pattern needs validation.,
dotfun Growth Services,Run Good,/growth-services/run-good/,Perl source truth,,1,research-seed,section-on-parent,Likely bridge to AI Solutions unless research supports separate operations pages.,
dotfun Growth Services,Fractional Growth Leadership,/growth-services/services/fractional-growth-leadership/,fractional CMO web_search + Moving Minds/Boundless,,1,research-seed,standalone-page,Commercial service page candidate.,
dotfun Growth Services,SEO / AEO Services,/growth-services/services/seo-aeo/,web_search shows SEO/AEO service pages and agency lists,,1,research-seed,standalone-page,Commercial service page candidate; maps to Feel Good.,
dotfun Growth Services,Digital Marketing Services,/growth-services/services/digital-marketing/,current dotfun page + agency SERPs,,1,research-seed,standalone-page,Commercial service page candidate; maps to Feel Good.,
dotfun Growth Services,Web Design,/growth-services/services/web-design/,Perl source truth + service commonality,,1,research-seed,standalone-page,Commercial service page candidate; maps to Look Good.,
dotfun Growth Services,Video Production,/growth-services/services/video-production/,Perl source truth,,1,research-seed,phase-two,Likely service page if offer/proof exists; validate demand.,
